shared-library,"/System/Library/PrivateFrameworks/NetAuth.framework/Versions/A/NetAuth",0x7fff92d52da0,0x7fff92d5c3ab
shared-library,"/System/Library/PrivateFrameworks/login.framework/Versions/A/Frameworks/loginsupport.framework/Versions/A/loginsupport",0x7fff894200ec,0x7fff8942174c
shared-library,"/System/Library/PrivateFrameworks/DataDetectorsCore.framework/Versions/A/DataDetectorsCore",0x7fff8e8a8e40,0x7fff8e8f910d
shared-library,"/System/Library/PrivateFrameworks/TCC.framework/Versions/A/TCC",0x7fff8c056f80,0x7fff8c05a529
shared-library,"/usr/lib/libmecabra.dylib",0x7fff8ce63920,0x7fff8d07d736
shared-library,"/usr/lib/libextension.dylib",0x7fff862f6f90,0x7fff8630946f
shared-library,"/usr/lib/libarchive.2.dylib",0x7fff8976cc4c,0x7fff8979254e
shared-library,"/usr/lib/liblangid.dylib",0x7fff915b4470,0x7fff915b4d1e
shared-library,"/usr/lib/libCRFSuite.dylib",0x7fff926149c0,0x7fff9262cc48
shared-library,"/usr/lib/liblzma.5.dylib",0x7fff92d28acc,0x7fff92d3c818
shared-library,"/System/Library/PrivateFrameworks/LanguageModeling.framework/Versions/A/LanguageModeling",0x7fff8fe54f40,0x7fff8fea2e06
shared-library,"/usr/lib/libcmph.dylib",0x7fff890dd238,0x7fff890eb830
shared-library,"/usr/lib/libiconv.2.dylib",0x7fff8d196ff0,0x7fff8d1ac05d
shared-library,"/System/Library/Frameworks/CoreData.framework/Versions/A/CoreData",0x7fff897998d0,0x7fff899a15e1
shared-library,"/System/Library/Frameworks/OpenDirectory.framework/Versions/A/Frameworks/CFOpenDirectory.framework/Versions/A/CFOpenDirectory",0x7fff83c7ddd0,0x7fff83c9032e
shared-library,"/System/Library/Frameworks/ServiceManagement.framework/Versions/A/ServiceManagement",0x7fff92d44440,0x7fff92d46576
shared-library,"/usr/lib/libxslt.1.dylib",0x7fff8bb23e64,0x7fff8bb4500e
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vImage.framework/Versions/A/vImage",0x7fff9181f040,0x7fff91bcc52f
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/vecLib",0x7fff8bae6000,0x7fff8bae6000
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvDSP.dylib",0x7fff8bb88880,0x7fff8bc8d68b
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvMisc.dylib",0x7fff92018be0,0x7fff920b4a6e
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLAPACK.dylib",0x7fff928599ac,0x7fff92c600fe
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBLAS.dylib",0x7fff8e28a110,0x7fff8e414a34
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLinearAlgebra.dylib",0x7fff8e911b74,0x7fff8e925d0c
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Resources/libFontParser.dylib",0x7fff866555f0,0x7fff866b5bd8
shared-library,"/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Resources/libFontRegistry.dylib",0x7fff84092530,0x7fff840c5c4c
shared-library,"/System/Library/PrivateFrameworks/AppleVPA.framework/Versions/A/AppleVPA",0x7fff8cdd6de0,0x7fff8cdecfa3
shared-library,"/System/Library/PrivateFrameworks/AppleJPEG.framework/Versions/A/AppleJPEG",0x7fff91f4f000,0x7fff91fcfd84
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libJPEG.dylib",0x7fff8c4b63e0,0x7fff8c4d50ad
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libTIFF.dylib",0x7fff8c35e454,0x7fff8c3971cd
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libPng.dylib",0x7fff9032d3e8,0x7fff9034d17b
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libGIF.dylib",0x7fff8935d068,0x7fff89360a37
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libJP2.dylib",0x7fff92756510,0x7fff92807de7
shared-library,"/System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libRadiance.dylib",0x7fff8bd5e78d,0x7fff8bd60bc0
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/OpenGL",0x7fff888edcf0,0x7fff888f9ff7
shared-library,"/System/Library/Frameworks/CoreVideo.framework/Versions/A/CoreVideo",0x7fff8fd0e534,0x7fff8fd2d1e0
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGLU.dylib",0x7fff8798749c,0x7fff879c23dc
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGFXShared.dylib",0x7fff8903bfa4,0x7fff890436a8
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGL.dylib",0x7fff8955ccb8,0x7fff89567f1c
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGLImage.dylib",0x7fff8353c1e0,0x7fff8357a310
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCVMSPluginSupport.dylib",0x7fff8676f2a4,0x7fff86770cb8
shared-library,"/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libCoreVMClient.dylib",0x7fff8f128690,0x7fff8f12aef6
shared-library,"/usr/lib/libcups.2.dylib",0x7fff83aa7b14,0x7fff83ae4fbf
shared-library,"/System/Library/Frameworks/Kerberos.framework/Versions/A/Kerberos",0x7fff8e0628e6,0x7fff8e0751ce
shared-library,"/System/Library/Frameworks/GSS.framework/Versions/A/GSS",0x7fff86216250,0x7fff8623fd23
shared-library,"/usr/lib/libresolv.9.dylib",0x7fff8ba3f730,0x7fff8ba5a52c
shared-library,"/System/Library/PrivateFrameworks/Heimdal.framework/Versions/A/Heimdal",0x7fff8883e2f0,0x7fff8889b454
shared-library,"/usr/lib/libheimdal-asn1.dylib",0x7fff8e5e337c,0x7fff8e5e7ada
shared-library,"/System/Library/Frameworks/OpenDirectory.framework/Versions/A/OpenDirectory",0x7fff836514b0,0x7fff83659035
shared-library,"/System/Library/PrivateFrameworks/CommonAuth.framework/Versions/A/CommonAuth",0x7fff8650db18,0x7fff86515e9d
shared-library,"/System/Library/Frameworks/SecurityFoundation.framework/Versions/A/SecurityFoundation",0x7fff8e5e98e0,0x7fff8e61fcfd
shared-library,"/System/Library/Frameworks/CoreAudio.framework/Versions/A/CoreAudio",0x7fff89a17060,0x7fff89a5d09a
shared-library,"/System/Library/Frameworks/AudioToolbox.framework/Versions/A/AudioToolbox",0x7fff8e477950,0x7fff8e5b1314
shared-library,"/System/Library/PrivateFrameworks/CoreUI.framework/Versions/A/CoreUI",0x7fff8394a080,0x7fff83a30e7c
shared-library,"/System/Library/Frameworks/QuartzCore.framework/Versions/A/QuartzCore",0x7fff91c73ad0,0x7fff91df005a
shared-library,"/System/Library/PrivateFrameworks/DesktopServicesPriv.framework/Versions/A/DesktopServicesPriv",0x7fff8fef5380,0x7fff8ffcd726
shared-library,"/System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/GenerationalStorage",0x7fff908ae0b0,0x7fff908c4140
shared-library,"/System/Library/Frameworks/QuartzCore.framework/Versions/A/Frameworks/CoreImage.framework/Versions/A/CoreImage",0x7fff879f0a60,0x7fff87ba5364
shared-library,"/System/Library/PrivateFrameworks/CrashReporterSupport.framework/Versions/A/CrashReporterSupport",0x7fff85d3ed80,0x7fff85d465a9
shared-library,"/System/Library/Frameworks/OpenCL.framework/Versions/A/OpenCL",0x7fff8bd61ef0,0x7fff8bda01b3
shared-library,"/System/Library/PrivateFrameworks/FaceCore.framework/Versions/A/FaceCore",0x7fff87420a90,0x7fff87477ff0
shared-library,"/System/Library/PrivateFrameworks/Ubiquity.framework/Versions/A/Ubiquity",0x7fff9120b450,0x7fff9121e6d8
shared-library,"/System/Library/PrivateFrameworks/Sharing.framework/Versions/A/Sharing",0x7fff83df5c70,0x7fff83e0ea59
shared-library,"/System/Library/PrivateFrameworks/IconServices.framework/Versions/A/IconServices",0x7fff8ba5e7b0,0x7fff8ba74cfd
shared-library,"/System/Library/PrivateFrameworks/ChunkingLibrary.framework/Versions/A/ChunkingLibrary",0x7fff8ba18cd0,0x7fff8ba35ce0
shared-library,"/System/Library/PrivateFrameworks/Apple80211.framework/Versions/A/Apple80211",0x7fff873fe4e0,0x7fff8741b346
shared-library,"/System/Library/Frameworks/CoreWLAN.framework/Versions/A/CoreWLAN",0x7fff8ed0d750,0x7fff8ed631fd
shared-library,"/System/Library/Frameworks/IOBluetooth.framework/Versions/A/IOBluetooth",0x7fff86775650,0x7fff867ed5de
shared-library,"/System/Library/PrivateFrameworks/CoreWiFi.framework/Versions/A/CoreWiFi",0x7fff8bdeb400,0x7fff8be3bd48
shared-library,"/System/Library/Frameworks/AudioUnit.framework/Versions/A/AudioUnit",0x7fff91ee9bf5,0x7fff91ee9cd6
shared-library,"/System/Library/Frameworks/CoreBluetooth.framework/Versions/A/CoreBluetooth",0x7fff8d5c4910,0x7fff8d5d1cc0
shared-library,"/System/Library/PrivateFrameworks/SpeechRecognitionCore.framework/Versions/A/SpeechRecognitionCore",0x7fff83ccfc10,0x7fff83cda613
profiler,"begin",1
code-creation,Stub,0x2957f8506000,338,"JSEntryStub"
code-creation,Stub,0x2957f8506160,338,"JSConstructEntryStub"
code-creation,Stub,0x2957f85062c0,698,"CEntryStub"
code-creation,Stub,0x2957f8506580,1049,"CEntryStub"
code-creation,Stub,0x2957f85069a0,162,"StoreBufferOverflowStub"
code-creation,Stub,0x2957f8506a60,382,"StoreBufferOverflowStub"
code-creation,Stub,0x2957f8506be0,1727,"RecordWriteStub"
code-creation,Stub,0x2957f85072a0,1720,"RecordWriteStub"
code-creation,Stub,0x2957f8507960,760,"RecordWriteStub"
code-creation,Stub,0x2957f8507c60,1720,"RecordWriteStub"
code-creation,Stub,0x2957f8508320,1714,"RecordWriteStub"
code-creation,Stub,0x2957f85089e0,1774,"RecordWriteStub"
code-creation,Stub,0x2957f85090e0,1750,"RecordWriteStub"
code-creation,Stub,0x2957f85097c0,1720,"RecordWriteStub"
code-creation,Stub,0x2957f8509e80,1732,"RecordWriteStub"
code-creation,Stub,0x2957f850a560,766,"RecordWriteStub"
code-creation,Stub,0x2957f850a860,1714,"RecordWriteStub"
code-creation,Stub,0x2957f850af20,1731,"RecordWriteStub"
code-creation,Stub,0x2957f850b600,1769,"RecordWriteStub"
code-creation,Stub,0x2957f850bd00,1750,"RecordWriteStub"
code-creation,Builtin,0x2957f850c3e0,112,"Illegal"
code-creation,Builtin,0x2957f850c460,112,"EmptyFunction"
code-creation,Builtin,0x2957f850c4e0,112,"InternalArrayCodeGeneric"
code-creation,Builtin,0x2957f850c560,112,"ArrayCodeGeneric"
code-creation,Builtin,0x2957f850c5e0,112,"ArrayPush"
code-creation,Builtin,0x2957f850c660,112,"ArrayPop"
code-creation,Builtin,0x2957f850c6e0,112,"ArrayShift"
code-creation,Builtin,0x2957f850c760,112,"ArrayUnshift"
code-creation,Builtin,0x2957f850c7e0,112,"ArraySlice"
code-creation,Builtin,0x2957f850c860,112,"ArraySplice"
code-creation,Builtin,0x2957f850c8e0,112,"ArrayConcat"
code-creation,Builtin,0x2957f850c960,117,"HandleApiCall"
code-creation,Builtin,0x2957f850c9e0,117,"HandleApiCallConstruct"
code-creation,Builtin,0x2957f850ca60,112,"HandleApiCallAsFunction"
code-creation,Builtin,0x2957f850cae0,112,"HandleApiCallAsConstructor"
code-creation,Builtin,0x2957f850cb60,112,"StrictModePoisonPill"
code-creation,Builtin,0x2957f850cbe0,260,"ArgumentsAdaptorTrampoline"
code-creation,Builtin,0x2957f850cd00,111,"InRecompileQueue"
code-creation,Builtin,0x2957f850cd80,609,"JSConstructStubCountdown"
code-creation,Builtin,0x2957f850d000,541,"JSConstructStubGeneric"
code-creation,Builtin,0x2957f850d220,518,"JSConstructStubApi"
code-creation,Builtin,0x2957f850d440,206,"JSEntryTrampoline"
code-creation,Stub,0x2957f850d520,196,"CallConstructStub"
code-creation,Builtin,0x2957f850d600,177,"JSConstructEntryTrampoline"
code-creation,Builtin,0x2957f850d6c0,157,"LazyCompile"
code-creation,Builtin,0x2957f850d760,157,"LazyRecompile"
code-creation,Builtin,0x2957f850d800,166,"ParallelRecompile"
code-creation,Builtin,0x2957f850d8c0,218,"NotifyDeoptimized"
code-creation,Builtin,0x2957f850d9a0,218,"NotifyLazyDeoptimized"
code-creation,Builtin,0x2957f850da80,186,"NotifyOSR"
code-creation,Builtin,0x2957f850db40,117,"LoadIC_Miss"
code-creation,Builtin,0x2957f850dbc0,117,"KeyedLoadIC_Miss"
code-creation,Builtin,0x2957f850dc40,117,"KeyedLoadIC_MissForceGeneric"
code-creation,Builtin,0x2957f850dcc0,117,"KeyedLoadIC_Slow"
code-creation,Builtin,0x2957f850dd40,118,"StoreIC_Miss"
code-creation,Builtin,0x2957f850ddc0,118,"KeyedStoreIC_Miss"
code-creation,Builtin,0x2957f850de40,118,"KeyedStoreIC_MissForceGeneric"
code-creation,Builtin,0x2957f850dec0,118,"KeyedStoreIC_Slow"
code-creation,Builtin,0x2957f850df40,117,"LoadIC_Initialize"
code-creation,Builtin,0x2957f850dfc0,117,"LoadIC_PreMonomorphic"
code-creation,Stub,0x2957f850e040,972,"StringDictionaryLookupStub"
code-creation,Builtin,0x2957f850e420,350,"LoadIC_Normal"
code-creation,Builtin,0x2957f850e580,128,"LoadIC_ArrayLength"
code-creation,Builtin,0x2957f850e600,131,"LoadIC_StringLength"
code-creation,Builtin,0x2957f850e6a0,178,"LoadIC_StringWrapperLength"
code-creation,Builtin,0x2957f850e760,168,"LoadIC_FunctionPrototype"
code-creation,Builtin,0x2957f850e820,312,"LoadIC_Megamorphic"
code-creation,Builtin,0x2957f850e960,134,"LoadIC_Getter_ForDeopt"
code-creation,Builtin,0x2957f850ea00,117,"KeyedLoadIC_Initialize"
code-creation,Builtin,0x2957f850ea80,117,"KeyedLoadIC_PreMonomorphic"
code-creation,Stub,0x2957f850eb00,972,"StringDictionaryLookupStub"
code-creation,Builtin,0x2957f850eee0,994,"KeyedLoadIC_Generic"
code-creation,Builtin,0x2957f850f2e0,715,"KeyedLoadIC_String"
code-creation,Builtin,0x2957f850f5c0,182,"KeyedLoadIC_IndexedInterceptor"
code-creation,Builtin,0x2957f850f680,304,"KeyedLoadIC_NonStrictArguments"
code-creation,Builtin,0x2957f850f7c0,118,"StoreIC_Initialize"
code-creation,Builtin,0x2957f850f840,206,"StoreIC_ArrayLength"
code-creation,Stub,0x2957f850f920,991,"StringDictionaryLookupStub"
code-creation,Builtin,0x2957f850fd00,421,"StoreIC_Normal"
code-creation,Builtin,0x2957f850fec0,330,"StoreIC_Megamorphic"
code-creation,Builtin,0x2957f8510020,122,"StoreIC_GlobalProxy"
code-creation,Builtin,0x2957f85100a0,118,"StoreIC_Initialize_Strict"
code-creation,Builtin,0x2957f8510120,206,"StoreIC_ArrayLength_Strict"
code-creation,Builtin,0x2957f8510200,421,"StoreIC_Normal_Strict"
code-creation,Builtin,0x2957f85103c0,330,"StoreIC_Megamorphic_Strict"
code-creation,Builtin,0x2957f8510520,122,"StoreIC_GlobalProxy_Strict"
code-creation,Builtin,0x2957f85105a0,136,"StoreIC_Setter_ForDeopt"
code-creation,Builtin,0x2957f8510640,118,"KeyedStoreIC_Initialize"
code-creation,Builtin,0x2957f85106c0,2338,"KeyedStoreIC_Generic"
code-creation,Builtin,0x2957f8511000,118,"KeyedStoreIC_Initialize_Strict"
code-creation,Builtin,0x2957f8511080,2338,"KeyedStoreIC_Generic_Strict"
code-creation,Builtin,0x2957f85119c0,398,"KeyedStoreIC_NonStrictArguments"
code-creation,Builtin,0x2957f8511b60,459,"TransitionElementsSmiToDouble"
code-creation,Builtin,0x2957f8511d40,452,"TransitionElementsDoubleToObject"
code-creation,Builtin,0x2957f8511f20,483,"FunctionCall"
code-creation,Builtin,0x2957f8512120,492,"FunctionApply"
code-creation,Stub,0x2957f8512320,756,"RecordWriteStub"
code-creation,Builtin,0x2957f8512620,798,"InternalArrayCode"
code-creation,Builtin,0x2957f8512940,798,"ArrayCode"
